Закарпатська;Виноградівський;ВИНОГРАДІВ;23.04674;48.14072
Закарпатська;Виноградівський;ВИЛОК;22.83835;48.11033
Закарпатська;Виноградівський;КОРОЛЕВО;23.14631;48.14724
Закарпатська;Берегівський;БЕРЕГОВЕ;22.64591;48.20543
Закарпатська;Виноградівський;НЕВЕТЛЕНФОЛУ;22.99593;48.01609
Закарпатська;Берегівський;БЕРЕГУЙФАЛУ;22.80779;48.27650
Закарпатська;Іршавський;ХМІЛЬНИК;22.90546;48.27976
Закарпатська;Іршавський;КАМ'ЯНСЬКЕ;22.93842;48.27976
Закарпатська;Берегівський;ВЕЛИКІ БЕРЕГИ;22.75045;48.23152
Закарпатська;Берегівський;ВЕЛИКА БИЙГАНЬ;22.57485;48.24800
Закарпатська;Берегівський;ДИЙДА;22.57433;48.21899
Закарпатська;Берегівський;ЧОМА;22.63304;48.13539
Закарпатська;Берегівський;БАДАЛОВО;22.63578;48.10982
Закарпатська;Берегівський;ВАРИ;22.71046;48.12509
Закарпатська;Берегівський;БОРЖАВА;22.72162;48.15634
Закарпатська;Берегівський;МУЖІЄВО;22.70582;48.18020
Закарпатська;Берегівський;БЕНЕ;22.75698;48.16629
Закарпатська;Берегівський;КОСОНЬ;22.45520;48.25573
Закарпатська;Берегівський;ЗАПСОНЬ;22.46996;48.27993
Закарпатська;Виноградівський;ШАЛАНКИ;22.88384;48.22775
Закарпатська;Виноградівський;ПУШКІНО;22.85997;48.17299
Закарпатська;Виноградівський;ВЕРБОВЕЦЬ;22.90873;48.16801
Закарпатська;Виноградівський;ПІДВИНОГРАДІВ;23.00125;48.13728
Закарпатська;Виноградівський;НОВЕ СЕЛО;22.89036;48.11806
Закарпатська;Виноградівський;ФАНЧИКОВО;22.94340;48.11376
Закарпатська;Виноградівський;ТРОСНИК;22.95044;48.09986
Закарпатська;Виноградівський;БОТАР;22.97018;48.02656
Закарпатська;Виноградівський;ВЕЛИКІ КОМ'ЯТИ;22.97894;48.23856
Закарпатська;Іршавський;ВІЛЬХІВКА;23.07386;48.26345
Закарпатська;Виноградівський;БОРЖАВСЬКЕ;23.05567;48.25470
Закарпатська;Іршавський;ВЕЛИКИЙ РАКОВЕЦЬ;23.16759;48.27083
Закарпатська;Хустський;РОКОСОВО;23.17909;48.20869
Закарпатська;Виноградівський;ВЕЛИКА КОПАНЯ;23.12794;48.19153
Закарпатська;Виноградівський;БУКОВЕ;23.07009;48.18106
Закарпатська;Виноградівський;ЧЕПА;23.01842;48.06913
Закарпатська;Виноградівський;ЧОРНОТИСІВ;23.05361;48.07823
Закарпатська;Виноградівський;ДЮЛА;23.07781;48.03411
Закарпатська;Виноградівський;САСОВО;23.07541;48.09437
Закарпатська;Виноградівський;ТЕКОВО;23.09927;48.12355
Закарпатська;Виноградівський;ХИЖА;23.20656;48.10896
Закарпатська;Виноградівський;ЧЕРНА;23.19111;48.13694
Закарпатська;Виноградівський;ФЕРТЕШОЛМАШ;22.92692;47.98090
Закарпатська;Виноградівський;ТИСОБИКЕНЬ;22.89602;48.07239
Закарпатська;Виноградівський;ГУДЯ;23.12536;48.11514
Закарпатська;Виноградівський;НОВОСЕЛИЦЯ;23.22579;48.12939
Закарпатська;Хустський;КРИВИЙ;23.23351;48.17264
Закарпатська;Берегівський;НИЖНІ РЕМЕТИ;22.82650;48.25745
Закарпатська;Берегівський;ВЕРХНІ РЕМЕТИ;22.86135;48.26706
Закарпатська;Іршавський;ЗАРІЧЧЯ;22.99095;48.27959
Закарпатська;Виноградівський;ОНОК;23.00400;48.22346
Закарпатська;Виноградівський;ПЕРЕХРЕСТЯ;22.83680;48.13728
Закарпатська;Берегівський;ОРОСІЄВО;22.81929;48.16286
Закарпатська;Виноградівський;ЧОРНИЙ ПОТІК;22.90667;48.18088
Закарпатська;Виноградівський;МАТІЙОВО;22.91199;48.13179
Закарпатська;Виноградівський;КАРАЧИН;22.86959;48.13179
Закарпатська;Виноградівський;ЗАТИСІВКА;22.98924;48.06295
Закарпатська;Виноградівський;ФОРГОЛАНЬ;22.95611;48.05214
Закарпатська;Виноградівський;ВЕЛИКА ПАЛАДЬ;22.88229;48.00030
Закарпатська;Іршавський;ГРЕБЛЯ;23.04932;48.28302
Закарпатська;Іршавський;НИЖНЄ БОЛОТНЕ;23.09704;48.26620
Закарпатська;Іршавський;МАЛИЙ РАКОВЕЦЬ;23.20656;48.26414
Закарпатська;Іршавський;ЗАБОЛОТНЕ;23.11661;48.24217
Закарпатська;Хустський;ВЕРТЕП;23.13360;48.22346
Закарпатська;Виноградівський;МАЛА КОПАНЯ;23.09481;48.16938
Закарпатська;Виноградівський;ХОЛМОВЕЦЬ;23.09670;48.05797
Закарпатська;Хустський;ЧЕРТІЖ;23.24295;48.19067
Закарпатська;Виноградівський;ГЕТИНЯ;23.01687;48.08870
Закарпатська;Виноградівський;ДРОТИНЦІ;22.98700;48.10484
Закарпатська;Виноградівський;ПИЙТЕРФОЛВО;22.93430;48.06175
Закарпатська;Виноградівський;ОКЛІ;23.01601;48.00218
Закарпатська;Виноградівський;ОКЛІ ГЕДЬ;23.06202;48.01283
Закарпатська;Виноградівський;НОВЕ КЛИНОВЕ;23.03867;48.01746
Закарпатська;Берегівський;МАЛА БИЙГАНЬ;22.57828;48.27169
Закарпатська;Берегівський;АСТЕЙ;22.59750;48.16904
Закарпатська;Берегівський;ВЕЛИКА БАКТА;22.66394;48.16080
Закарпатська;Берегівський;ГЕЧА;22.65793;48.13969
Закарпатська;Берегівський;КВАСОВО;22.77037;48.18621
Закарпатська;Берегівський;КІДЬОШ;22.69758;48.21813
Закарпатська;Берегівський;ЗАТИШНЕ;22.66909;48.23032
Закарпатська;Берегівський;ПОПОВО;22.42207;48.26946
Закарпатська;Берегівський;МАЛЕ ПОПОВО;22.38756;48.26259
Закарпатська;Берегівський;ГЕТЕН;22.38344;48.27616
Закарпатська;Виноградівський;;22.79423;48.12612
Закарпатська;Берегівський;ГАЛАБОР;22.67801;48.10106
Закарпатська;Виноградівський;РУСЬКА ДОЛИНА;22.92830;48.12698
Закарпатська;Виноградівський;ОЛЕШНИК;22.95490;48.16698
Закарпатська;Виноградівський;ВЕРЯЦЯ;23.16038;48.16578
Закарпатська;Виноградівський;ГОРБКИ;23.18150;48.15565
Закарпатська;Виноградівський;ПРИТИСЯНСЬКЕ;22.91697;48.11273
Закарпатська;Виноградівський;ВЕРБОВЕ;22.91285;48.11874
Закарпатська;Берегівський;БАЛАЖЕР;22.60866;48.24646
Закарпатська;Берегівський;МОЧОЛА;22.62823;48.15754
Закарпатська;Берегівський;ГУНЯДІ;22.60798;48.14552
Закарпатська;Берегівський;ЯНОШІ;22.63064;48.24474
Закарпатська;Виноградівський;ШИРОКЕ;23.11283;48.22208
Закарпатська;Тячівський;ТЯЧІВ;23.57838;48.01163
Закарпатська;Тячівський;СОЛОТВИНО;23.88119;47.95790
Закарпатська;Тячівський;БУШТИНО;23.48534;48.04750
Закарпатська;Тячівський;ТЕРЕСВА;23.69957;47.99789
Закарпатська;Рахівський;ВЕЛИКИЙ БИЧКІВ;24.01543;47.96511
Закарпатська;Хустський;ВИШКОВО;23.42972;48.05265
Закарпатська;Тячівський;ДУБОВЕ;23.88445;48.19359
Закарпатська;Рахівський;РАХІВ;24.20357;48.05574
Закарпатська;Рахівський;ЯСІНЯ;24.36115;48.27255
Закарпатська;Рахівський;КОБИЛЕЦЬКА ПОЛЯНА;24.07190;48.05746
Закарпатська;Хустський;ХУСТ;23.29067;48.17814
Закарпатська;Рахівський;БОГДАН;24.34296;48.03583
Закарпатська;Хустський;ВЕЛЯТИН;23.31350;48.10930
Закарпатська;Тячівський;РУСЬКЕ ПОЛЕ;23.53357;48.05712
Закарпатська;Хустський;СТЕБЛІВКА;23.42182;48.09059
Закарпатська;Тячівський;НОВОБАРОВО;23.50697;48.09780
Закарпатська;Хустський;СОКИРНИЦЯ;23.39985;48.12406
Закарпатська;Хустський;ДАНИЛОВО;23.45873;48.14741
Закарпатська;Хустський;БОРОНЯВА;23.38543;48.15754
Закарпатська;Хустський;НИЖНЄ СЕЛИЩЕ;23.44757;48.19960
Закарпатська;Хустський;КОПАШНОВО;23.48242;48.21556
Закарпатська;Тячівський;ДУЛОВО;23.58713;48.14260
Закарпатська;Тячівський;УГЛЯ;23.62988;48.15205
Закарпатська;Тячівський;КРИЧОВО;23.56842;48.19170
Закарпатська;Тячівський;ЧУМАЛЬОВО;23.54370;48.18947
Закарпатська;Хустський;ЗОЛОТАРЬОВО;23.50164;48.18071
Закарпатська;Хустський;ЖОВТНЕВЕ;23.54439;48.22328
Закарпатська;Хустський;КОШЕЛЬОВО;23.33204;48.23788
Закарпатська;Тячівський;ШИРОКИЙ ЛУГ;23.75433;48.21539
Закарпатська;Тячівський;КРАСНА;23.94590;48.23358
Закарпатська;Тячівський;СОЛОНЕ;23.85853;48.12527
Закарпатська;Тячівський;ТЕРНОВО;23.73785;48.07411
Закарпатська;Тячівський;ГРУШОВО;23.76257;48.00699
Закарпатська;Тячівський;НИЖНЯ АПША;23.83827;47.99738
Закарпатська;Тячівський;ГЛИБОКИЙ ПОТІК;23.89389;48.05729
Закарпатська;Хустський;КІЧЕРЕЛИ;23.62284;48.24886
Закарпатська;Тячівський;ТАРАСІВКА;23.81441;48.20749
Закарпатська;Тячівський;ТЕРЕБЛЯ;23.59297;48.11136
Закарпатська;Рахівський;КОСТИЛІВКА;24.20374;47.99274
Закарпатська;Рахівський;ВИДРИЧКА;24.33678;48.05385
Закарпатська;Рахівський;ВІЛЬХОВАТИЙ;24.17044;48.01197
Закарпатська;Рахівський;ЛУГ;24.05439;47.96099
Закарпатська;Рахівський;ХМЕЛІВ;24.15619;47.91807
Закарпатська;Рахівський;ДІЛОВЕ;24.17490;47.93575
Закарпатська;Рахівський;СЕРЕДНЄ ВОДЯНЕ;23.89990;47.97953
Закарпатська;Хустський;ІЗА;23.32878;48.21384
Закарпатська;Хустський;ДРАГОВО;23.54645;48.23650
Закарпатська;Хустський;ЛИПЧА;23.38183;48.26328
Закарпатська;Хустський;ГОРІНЧОВО;23.43401;48.26980
Закарпатська;Тячівський;ПІДПЛЕША;23.80034;48.13145
Закарпатська;Тячівський;ГАНИЧІ;23.83913;48.12544
Закарпатська;Тячівський;ВІЛЬХІВЦІ;23.73957;48.09917
Закарпатська;Тячівський;ДОБРЯНСЬКЕ;23.70970;48.06742
Закарпатська;Тячівський;КРИВА;23.71399;48.02828
Закарпатська;Тячівський;БЕДЕВЛЯ;23.66421;48.00390
Закарпатська;Рахівський;БІЛА ЦЕРКВА;23.92651;47.95086
Закарпатська;Хустський;ОСАВА;23.35951;48.28268
Закарпатська;Хустський;ЛУНКА;23.48826;48.22328
Закарпатська;Хустський;ХУСТЕЦЬ;23.48293;48.24388
Закарпатська;Хустський;ПОСІЧ;23.41393;48.25298
Закарпатська;Хустський;ДІЛОК;23.45547;48.25933
Закарпатська;Хустський;ПОЛЯНА;23.51555;48.26002
Закарпатська;Хустський;СТАНОВЕЦЬ;23.55434;48.26156
Закарпатська;Хустський;ЗАЛОМ;23.31694;48.25642
Закарпатська;Хустський;ЛИПОВЕЦЬ;23.30475;48.27564
Закарпатська;Хустський;КРАЙНИКОВО;23.44053;48.11960
Закарпатська;Хустський;ОЛЕКСАНДРІВКА;23.51006;48.13745
Закарпатська;Хустський;КІРЕШІ;23.35247;48.18878
Закарпатська;Хустський;КАРПОВТЛАШ;23.38783;48.20354
Закарпатська;Хустський;НАНКОВО;23.41856;48.19805
Закарпатська;Тячівський;КОЛОДНЕ;23.59829;48.16509
Закарпатська;Тячівський;ФОНТИНЯСИ;23.75639;48.24148
Закарпатська;Тячівський;ВІЛЬХІВЦІ-ЛАЗИ;23.69768;48.12578
Закарпатська;Тячівський;РАКОВЕ;23.69064;48.11823
Закарпатська;Тячівський;ВІЛЬХІВЧИК;23.74231;48.12750
Закарпатська;Тячівський;БОБОВЕ;23.66678;48.12441
Закарпатська;Тячівський;ГРУНИКИ;23.66575;48.14535
Закарпатська;Тячівський;;23.73751;48.27049
Закарпатська;Тячівський;ПРИГІДЬ;23.74163;48.26105
Закарпатська;Тячівський;ТЯЧІВКА;23.59778;48.03909
Закарпатська;Тячівський;ВИШОВАТИЙ;23.75742;48.09093
Закарпатська;Тячівський;ПОДІШОР;23.86591;48.04235
Закарпатська;Тячівський;ТОПЧИНО;23.85269;48.03892
Закарпатська;Тячівський;ПЕЩЕРА;23.86677;48.05815
Закарпатська;Тячівський;ПЕТРУШІВ;23.80652;48.07669
Закарпатська;Тячівський;ЛАЗИ;23.64481;48.05815
Закарпатська;Тячівський;РУНЯ;23.63966;48.04012
Закарпатська;Тячівський;ОКРУГЛА;23.66472;48.08407
Закарпатська;Тячівський;ДІБРІВКА;23.66283;48.03463
Закарпатська;Тячівський;ГЛИНЯНИЙ;23.67760;48.02639
Закарпатська;Тячівський;САСОВО;23.70043;48.10037
Закарпатська;Тячівський;БІЛОВАРЦІ;23.69425;48.03051
Закарпатська;Рахівський;ПЛАЮЦЬ;23.94110;48.01815
Закарпатська;Рахівський;ДОБРІК;23.90333;48.01214
Закарпатська;Рахівський;СТРИМБА;23.91586;48.04407
Закарпатська;Хустський;МОДЬОРОШ;23.34887;48.07291
Закарпатська;Хустський;ШАЯН;23.34921;48.05918
Закарпатська;Хустський;РАКОШ;23.39333;48.04321
Закарпатська;Тячівський;ВОНІГОВЕ;23.52739;48.07497
Закарпатська;Хустський;ЗАРІЧНЕ;23.28724;48.20234
Закарпатська;Тячівський;ВИШНІЙ ДУБОВЕЦЬ;23.90642;48.17831
Закарпатська;Тячівський;НИЖНІЙ ДУБОВЕЦЬ;23.90247;48.15977
Закарпатська;Рахівський;СІТНИЙ;24.29403;48.12235
Закарпатська;Рахівський;БРЕБОЯ;24.38776;48.04870
Закарпатська;Рахівський;РОСІШКА;24.06967;47.98502
Закарпатська;Рахівський;КРУГЛИЙ;24.18846;47.96047
Закарпатська;Рахівський;;24.35892;47.98708
Закарпатська;Рахівський;БІЛИН;24.25404;48.11102
Закарпатська;Тячівський;НОВОСЕЛИЦЯ;23.75776;48.16698
Закарпатська;Тячівський;ТИСАЛОВО;23.77733;48.13831
Закарпатська;Тячівський;НЕРЕСНИЦЯ;23.76909;48.12269
Закарпатська;Тячівський;ВЕЛИКА УГОЛЬКА;23.65683;48.19805
Закарпатська;Тячівський;МАЛА УГОЛЬКА;23.63829;48.17676
Закарпатська;Хустський;ЯБЛУНІВКА;23.52173;48.01454
Закарпатська;Тячівський;КАЛИНИ;23.86694;48.13934
Закарпатська;Рахівський;КОСІВСЬКА ПОЛЯНА;24.10675;48.00304
Закарпатська;Рахівський;ТРОСТЯНЕЦЬ;24.26725;48.15874
Закарпатська;Тячівський;РОСОШ;23.59005;48.23976
Закарпатська;Тячівський;;23.53718;48.16835
